Date,Temperature,Windspeed,Humidity,Precipitation,Groundwater
2001-09-01,16.9,9.78,78.88,0.02,
2001-09-02,15.09,15.42,67.71,0.02,
2001-09-03,16.73,12.06,83.83,0.1,
2001-09-04,15.99,10.89,81.92,0.31,
2001-09-05,14.43,7.97,85.33,0.03,
2001-09-06,14.42,11.92,76.12,0.0,
2001-09-07,13.67,14.3,80.54,0.15,
2001-09-08,12.98,26.46,75.71,0.52,
2001-09-09,10.65,29.07,78.04,0.33,
2001-09-10,12.72,24.34,86.38,0.53,
2001-09-11,11.79,22.08,83.71,0.17,
2001-09-12,12.59,11.75,80.42,0.09,
2001-09-13,12.28,15.76,88.38,0.41,
2001-09-14,12.08,7.38,84.54,0.11,
2001-09-15,12.5,13.42,79.62,0.0,
2001-09-16,11.76,8.51,84.79,0.06,
2001-09-17,11.24,9.39,82.92,0.0,
2001-09-18,10.44,12.66,94.17,0.48,
2001-09-19,11.78,13.37,78.46,0.0,
2001-09-20,12.22,16.11,83.25,0.11,65.29
2001-09-21,12.69,12.74,86.96,0.11,
2001-09-22,11.93,13.13,83.21,0.02,
2001-09-23,11.67,9.12,75.25,0.0,
2001-09-24,11.37,14.45,84.0,0.35,
2001-09-25,11.26,10.91,90.79,0.06,
2001-09-26,11.24,7.08,84.33,0.03,
2001-09-27,11.29,11.03,83.58,0.03,
2001-09-28,12.63,6.82,84.88,0.55,
2001-09-29,13.86,8.93,84.08,0.0,
2001-09-30,13.5,12.95,84.25,0.09,
2001-10-01,14.19,17.22,91.79,0.13,
2001-10-02,16.66,18.79,84.96,0.26,
2001-10-03,16.51,12.47,86.58,0.46,
2001-10-04,13.6,11.61,81.79,0.03,
2001-10-05,12.82,8.4,80.58,0.0,
2001-10-06,13.18,8.38,83.79,0.0,
2001-10-07,15.57,10.42,84.79,0.02,
2001-10-08,15.3,10.52,86.79,0.04,
2001-10-09,13.32,13.18,78.83,0.02,
2001-10-10,13.38,18.53,71.46,0.0,
2001-10-11,13.6,18.49,80.58,0.02,
2001-10-12,14.33,9.29,86.83,0.0,
2001-10-13,13.48,7.63,85.62,0.0,
2001-10-14,14.96,5.89,87.46,0.0,
2001-10-15,15.33,8.22,84.0,0.0,
2001-10-16,14.36,7.05,90.88,0.0,
2001-10-17,14.56,5.27,91.46,0.04,
2001-10-18,12.88,11.0,85.25,0.0,
2001-10-19,12.67,11.34,87.42,0.0,
2001-10-20,12.0,14.36,86.38,0.0,
2001-10-21,11.65,12.38,88.08,0.12,
2001-10-22,11.34,8.75,94.62,0.21,
2001-10-23,9.07,12.02,83.04,0.0,
2001-10-24,7.16,16.06,72.21,0.0,
2001-10-25,9.83,7.88,86.04,0.02,
2001-10-26,10.38,8.51,89.58,0.0,
2001-10-27,10.57,16.2,89.33,0.1,
2001-10-28,10.77,16.87,88.46,0.03,
2001-10-29,9.39,20.07,87.83,0.14,
2001-10-30,13.6,24.79,75.96,0.0,
2001-10-31,14.6,25.91,63.75,0.05,
2001-11-01,8.36,26.7,64.5,0.01,
2001-11-02,7.41,12.97,81.46,0.0,
2001-11-03,9.85,15.05,84.12,0.0,
2001-11-04,9.48,15.33,79.92,0.0,
2001-11-05,7.32,21.7,70.29,0.02,
2001-11-06,6.02,21.65,80.71,0.11,
2001-11-07,6.77,20.75,86.17,0.2,
2001-11-08,5.13,14.66,94.88,0.16,
2001-11-09,1.65,16.28,85.29,0.06,
2001-11-10,0.08,12.02,80.54,0.0,
2001-11-11,2.72,17.46,69.92,0.0,
2001-11-12,6.38,14.55,90.29,0.03,
2001-11-13,3.24,10.62,83.46,0.03,
2001-11-14,-0.85,5.78,95.38,0.0,
2001-11-15,-0.21,15.66,86.25,0.0,
2001-11-16,4.95,13.17,88.42,0.0,
2001-11-17,4.2,11.44,95.08,0.0,
2001-11-18,6.05,11.1,90.71,0.0,
2001-11-19,6.2,12.9,89.54,0.0,
2001-11-20,1.7,11.41,90.33,0.0,
2001-11-21,5.68,17.93,89.67,0.04,
2001-11-22,5.85,26.2,84.67,0.24,
2001-11-23,1.47,22.22,80.04,0.02,
2001-11-24,0.79,13.78,82.29,0.0,
2001-11-25,-0.75,5.21,94.83,0.0,
2001-11-26,0.53,9.2,87.08,0.19,
2001-11-27,1.68,4.31,95.25,0.01,
2001-11-28,2.77,12.88,94.83,0.07,65.35
2001-11-29,3.51,10.49,95.38,0.2,65.33
2001-11-30,2.32,16.21,88.33,0.0,65.33
2001-12-01,-0.11,19.23,80.96,0.0,65.32
2001-12-02,-0.52,13.33,86.29,0.0,65.32
2001-12-03,-0.45,12.89,90.75,0.0,65.32
2001-12-04,0.85,15.43,87.62,0.11,65.35
2001-12-05,4.66,12.89,95.21,0.12,65.35
2001-12-06,3.51,12.72,93.38,0.16,65.35
2001-12-07,3.55,6.14,94.62,0.0,65.3
2001-12-08,0.26,6.4,89.67,0.0,65.29
2001-12-09,-2.48,4.79,81.62,0.0,65.3
2001-12-10,-0.14,10.27,84.42,0.01,65.33
2001-12-11,2.75,9.91,99.29,0.0,65.34
2001-12-12,3.27,15.2,93.17,0.0,65.35
2001-12-13,-4.88,16.66,52.25,0.0,65.33
2001-12-14,-6.7,6.73,60.17,0.0,65.31
2001-12-15,-0.83,9.76,88.54,0.0,65.33
2001-12-16,-0.33,12.51,90.21,0.01,65.33
2001-12-17,0.77,10.33,95.33,0.01,65.34
2001-12-18,0.6,12.29,95.83,0.0,65.34
2001-12-19,2.42,23.71,92.04,0.12,65.37
2001-12-20,-2.55,17.86,66.5,0.01,65.36
2001-12-21,-0.58,29.53,76.29,0.38,65.4
2001-12-22,-2.44,10.06,85.42,0.02,65.39
2001-12-23,-6.03,17.52,75.67,0.11,65.35
2001-12-24,-3.57,26.66,73.33,0.25,65.37
2001-12-25,1.9,27.54,89.04,0.31,65.4
2001-12-26,0.89,19.11,91.38,0.01,65.37
2001-12-27,-0.23,19.83,86.88,0.12,65.34
2001-12-28,2.04,22.5,89.71,0.24,65.37
2001-12-29,0.15,24.6,82.79,0.09,65.37
2001-12-30,-1.78,11.91,85.38,0.0,65.34
2001-12-31,-3.9,15.24,75.38,0.03,65.29
2002-01-01,-1.87,21.57,85.17,0.04,65.29
2002-01-02,0.16,23.76,82.29,0.17,65.3
2002-01-03,-6.4,7.3,74.83,0.0,65.27
2002-01-04,-7.66,6.3,64.79,0.0,65.29
2002-01-05,-8.23,11.06,66.17,0.0,65.31
2002-01-06,0.11,16.65,90.29,0.07,65.33
2002-01-07,1.07,7.78,97.92,0.0,65.33
2002-01-08,0.25,6.94,95.92,0.0,65.32
2002-01-09,-0.11,4.68,94.29,0.0,65.31
2002-01-10,-1.03,5.16,90.58,0.0,65.32
2002-01-11,-1.97,8.63,87.33,0.0,65.33
2002-01-12,0.08,8.96,95.25,0.07,65.34
2002-01-13,-0.45,5.92,96.42,0.0,65.33
2002-01-14,-2.3,9.33,89.96,0.0,65.34
2002-01-15,-4.33,12.13,85.71,0.0,65.35
2002-01-16,-4.9,9.27,86.08,0.0,65.35
2002-01-17,-0.6,10.8,91.5,0.0,65.34
2002-01-18,-0.45,13.84,90.58,0.02,65.35
2002-01-19,1.83,15.74,92.25,0.02,65.36
2002-01-20,3.92,19.62,90.42,0.13,65.36
2002-01-21,7.29,24.7,89.88,0.25,65.38
2002-01-22,6.81,19.27,88.17,0.01,65.37
2002-01-23,5.68,20.08,80.38,0.0,65.38
2002-01-24,7.95,22.81,77.71,0.02,65.4
2002-01-25,3.72,24.72,72.46,0.06,65.36
2002-01-26,6.4,25.49,79.75,0.18,65.39
2002-01-27,8.54,27.22,80.29,0.49,65.41
2002-01-28,9.2,24.83,80.58,0.1,65.39
2002-01-29,9.34,29.8,64.42,0.0,65.39
2002-01-30,9.46,18.62,82.58,0.02,65.39
2002-01-31,8.29,22.7,74.83,0.04,65.42
2002-02-01,6.95,17.55,80.38,0.0,65.4
2002-02-02,10.43,18.27,74.25,0.0,65.4
2002-02-03,8.91,13.59,71.88,0.0,65.42
2002-02-04,7.96,19.5,63.29,0.0,65.43
2002-02-05,9.6,19.8,68.83,0.01,65.46
2002-02-06,8.94,12.0,86.12,0.06,65.47
2002-02-07,5.55,15.04,80.0,0.0,65.44
2002-02-08,6.48,20.48,83.75,0.18,65.45
2002-02-09,9.03,23.27,87.42,0.22,65.48
2002-02-10,6.5,19.6,86.08,0.38,65.49
2002-02-11,7.65,26.82,87.62,0.42,65.5
2002-02-12,10.24,30.75,77.62,0.22,65.51
2002-02-13,6.0,14.9,72.21,0.0,65.48
2002-02-14,0.84,10.09,75.92,0.0,65.45
2002-02-15,-0.91,6.2,84.46,0.0,65.46
2002-02-16,-0.1,6.65,80.04,0.0,65.49
2002-02-17,1.46,8.95,81.04,0.0,65.53
2002-02-18,1.96,15.27,83.04,0.01,65.55
2002-02-19,2.34,24.79,80.96,0.09,65.58
2002-02-20,2.95,18.77,88.88,0.44,65.62
2002-02-21,0.45,18.58,80.12,0.09,65.59
2002-02-22,0.05,23.96,74.38,0.33,65.61
2002-02-23,2.46,23.03,82.5,0.07,65.65
2002-02-24,0.56,19.79,84.58,0.07,65.63
2002-02-25,0.24,11.76,83.25,0.09,65.63
2002-02-26,7.1,26.94,85.83,0.59,65.68
2002-02-27,6.42,24.55,67.5,0.09,65.68
2002-02-28,4.69,21.07,70.67,0.05,65.68
2002-03-01,3.38,15.43,88.67,0.14,65.68
2002-03-02,0.09,11.37,76.21,0.0,65.68
2002-03-03,1.51,18.32,70.5,0.02,65.7
2002-03-04,5.9,16.85,82.58,0.0,65.71
2002-03-05,6.57,9.19,84.12,0.0,65.74
2002-03-06,6.69,19.61,80.5,0.04,65.79
2002-03-07,7.71,33.38,77.21,0.48,65.81
2002-03-08,5.95,19.17,70.96,0.01,65.77
2002-03-09,7.09,16.77,72.58,0.05,65.83
2002-03-10,5.7,21.13,69.38,0.1,65.85
2002-03-11,7.4,13.88,62.71,0.0,65.86
2002-03-12,7.64,6.73,79.29,0.0,65.89
2002-03-13,6.55,9.32,85.96,0.03,65.91
2002-03-14,3.2,16.46,84.04,0.23,65.92
2002-03-15,1.28,18.47,72.88,0.05,65.94
2002-03-16,2.82,12.85,77.75,0.07,65.95
2002-03-17,6.77,6.52,84.46,0.0,65.99
2002-03-18,9.72,12.05,82.25,0.0,66.02
2002-03-19,9.6,24.09,76.83,0.29,66.06
2002-03-20,6.68,14.66,82.83,0.21,66.03
2002-03-21,5.22,14.46,83.5,0.14,66.03
2002-03-22,3.67,18.51,78.04,0.02,66.04
2002-03-23,2.74,19.27,85.17,0.09,66.03
2002-03-24,2.26,17.53,76.46,0.03,66.02
2002-03-25,0.89,7.32,74.21,0.0,66.04
2002-03-26,1.2,2.77,76.92,0.0,66.06
2002-03-27,1.96,4.8,73.75,0.0,66.07
2002-03-28,3.81,2.52,74.25,0.0,66.08
2002-03-29,6.28,4.35,72.21,0.0,66.1
2002-03-30,7.6,7.64,71.96,0.0,66.13
2002-03-31,8.12,6.5,72.42,0.0,66.14
2002-04-01,8.1,7.12,69.46,0.0,66.14
2002-04-02,9.55,11.84,67.04,0.0,66.13
2002-04-03,8.55,18.21,62.21,0.0,66.14
2002-04-04,5.55,16.2,55.25,0.0,66.16
2002-04-05,3.88,18.6,59.92,0.0,66.16
2002-04-06,1.7,13.31,67.71,0.05,66.15
2002-04-07,1.72,5.96,72.88,0.0,66.15
2002-04-08,3.23,8.44,63.96,0.0,66.15
2002-04-09,4.07,9.56,66.04,0.0,66.16
2002-04-10,5.52,14.51,67.54,0.0,66.17
2002-04-11,7.9,13.12,71.08,0.0,66.19
2002-04-12,10.1,10.37,78.83,0.02,66.22
2002-04-13,10.12,3.7,90.04,0.02,66.22
2002-04-14,10.03,6.48,93.71,0.11,66.2
2002-04-15,6.93,15.37,98.0,1.12,66.19
2002-04-16,6.34,7.63,95.88,0.18,66.18
2002-04-17,7.99,4.52,84.17,0.02,66.17
2002-04-18,8.27,7.39,80.12,0.0,66.17
2002-04-19,9.2,7.4,83.21,0.15,66.17
2002-04-20,8.84,5.77,86.21,0.03,66.16
2002-04-21,7.48,9.33,80.08,0.0,66.14
2002-04-22,9.46,4.28,73.58,0.0,66.16
2002-04-23,10.86,11.0,81.58,0.14,66.19
2002-04-24,10.67,9.59,83.62,0.0,66.19
2002-04-25,12.01,5.92,87.88,0.01,66.2
2002-04-26,12.42,9.57,85.42,0.14,66.23
2002-04-27,8.99,21.96,76.5,0.23,66.23
2002-04-28,8.3,13.69,78.17,0.05,66.21
2002-04-29,10.28,17.33,72.83,0.15,66.21
2002-04-30,10.52,15.25,68.08,0.07,66.19
2002-05-01,13.95,13.69,64.12,0.01,66.2
2002-05-02,13.35,8.74,83.21,0.22,66.19
2002-05-03,12.19,11.4,86.29,0.21,66.19
2002-05-04,11.34,10.19,91.29,0.4,66.19
2002-05-05,11.45,5.67,90.92,0.57,66.18
2002-05-06,13.02,7.94,89.42,0.03,66.16
2002-05-07,12.02,4.82,86.92,0.05,66.15
2002-05-08,16.2,11.8,76.42,0.0,66.17
2002-05-09,18.95,15.83,59.21,0.0,66.18
2002-05-10,18.78,14.46,58.92,0.0,66.18
2002-05-11,17.17,9.75,78.29,0.26,66.18
2002-05-12,16.16,7.59,80.46,0.03,66.17
2002-05-13,15.38,7.01,79.54,0.0,66.15
2002-05-14,15.9,12.92,76.75,0.22,66.15
2002-05-15,14.1,13.46,72.12,0.0,66.13
2002-05-16,16.32,11.29,70.5,0.0,66.14
2002-05-17,15.23,10.96,75.46,0.0,66.15
2002-05-18,14.04,6.72,69.38,0.0,66.14
2002-05-19,12.81,8.37,87.04,0.38,66.13
2002-05-20,14.38,8.28,81.79,0.0,66.13
2002-05-21,16.1,12.58,72.33,0.0,66.14
2002-05-22,18.9,13.67,67.83,0.0,66.15
2002-05-23,19.65,8.28,71.71,0.0,66.15
2002-05-24,15.95,12.16,85.67,0.5,66.14
2002-05-25,15.74,9.05,78.83,0.07,66.12
2002-05-26,12.89,8.76,93.04,0.54,66.12
2002-05-27,14.84,6.56,79.04,0.0,66.13
2002-05-28,15.62,10.34,82.29,0.14,66.13
2002-05-29,16.11,11.54,79.62,0.02,66.11
2002-05-30,14.86,11.01,66.12,0.0,66.09
2002-05-31,14.55,7.51,72.62,0.1,66.09
2002-06-01,12.39,13.75,71.96,0.03,66.08
2002-06-02,14.67,10.28,70.21,0.0,66.09
2002-06-03,15.97,7.89,72.75,0.0,66.1
2002-06-04,19.01,9.35,71.42,0.0,66.12
2002-06-05,20.68,20.35,61.46,0.0,66.12
2002-06-06,19.61,22.35,65.29,0.22,66.11
2002-06-07,15.75,20.34,84.88,0.25,66.12
2002-06-08,14.85,9.16,83.38,0.02,66.1
2002-06-09,15.72,4.35,82.67,0.0,66.09
2002-06-10,16.07,7.48,84.83,0.24,66.1
2002-06-11,15.0,12.15,73.42,0.0,66.08
2002-06-12,15.9,12.91,79.5,0.0,66.07
2002-06-13,15.14,15.35,83.5,0.12,66.09
2002-06-14,14.87,14.59,76.54,0.0,66.08
2002-06-15,18.22,11.65,84.88,0.44,66.08
2002-06-16,18.11,10.65,73.08,0.0,66.07
2002-06-17,20.4,9.08,75.29,0.0,66.07
2002-06-18,23.72,11.26,69.0,0.0,66.07
2002-06-19,21.93,12.31,73.83,0.0,66.06
2002-06-20,21.42,15.05,68.67,0.0,66.06
2002-06-21,19.19,11.22,70.96,0.0,66.06
2002-06-22,19.51,9.8,70.67,0.0,66.06
2002-06-23,18.97,14.95,72.54,0.09,66.06
2002-06-24,16.05,10.73,66.08,0.0,66.05
2002-06-25,15.85,12.2,65.54,0.0,66.03
2002-06-26,17.56,8.88,67.88,0.0,66.04
2002-06-27,16.89,11.4,71.88,0.11,66.07
2002-06-28,14.48,18.93,62.79,0.0,66.07
2002-06-29,14.07,22.66,63.25,0.0,66.05
2002-06-30,14.27,11.18,74.46,0.06,66.04
2002-07-01,15.56,12.33,73.79,0.11,66.06
2002-07-02,16.25,16.1,79.67,0.18,66.06
2002-07-03,18.12,13.38,67.67,0.0,66.05
2002-07-04,16.75,17.54,75.21,0.06,66.05
2002-07-05,16.64,11.91,64.75,0.0,66.02
2002-07-06,19.22,10.54,66.79,0.1,66.03
2002-07-07,17.75,8.7,78.79,0.01,66.01
2002-07-08,20.08,8.43,70.92,0.0,66.01
2002-07-09,24.17,12.38,57.62,0.0,66.02
2002-07-10,25.32,11.81,62.92,0.2,66.03
2002-07-11,17.83,11.7,68.25,0.03,65.99
2002-07-12,19.87,5.52,61.12,0.0,65.98
2002-07-13,21.1,16.28,57.12,0.05,66.0
2002-07-14,18.78,14.18,83.96,0.75,66.0
2002-07-15,19.15,14.07,79.17,0.0,66.0
2002-07-16,21.58,14.21,68.88,0.11,66.01
2002-07-17,20.48,11.97,87.62,0.67,66.02
2002-07-18,18.9,13.83,84.58,0.0,66.01
2002-07-19,16.33,14.6,85.33,0.0,66.0
2002-07-20,16.42,10.88,85.42,0.01,65.99
2002-07-21,17.4,11.71,79.67,0.31,66.0
2002-07-22,14.65,21.48,80.04,0.27,65.99
2002-07-23,16.2,15.9,74.21,0.03,65.99
2002-07-24,16.8,15.32,78.25,0.43,66.0
2002-07-25,15.49,16.35,71.29,0.0,65.99
2002-07-26,15.72,10.49,79.54,0.01,65.97
2002-07-27,18.5,5.87,80.38,0.0,65.96
2002-07-28,21.41,9.52,68.46,0.0,65.95
2002-07-29,23.74,8.91,66.12,0.0,65.96
2002-07-30,24.57,11.27,61.92,0.01,65.97
2002-07-31,24.44,9.46,72.79,0.05,65.98
2002-08-01,24.56,7.22,75.58,0.25,65.98
2002-08-02,19.83,10.75,90.75,0.25,65.96
2002-08-03,19.91,6.88,76.25,0.0,65.95
2002-08-04,20.55,7.59,80.25,0.01,65.95
2002-08-05,18.81,5.25,92.83,0.89,65.95
2002-08-06,18.85,5.08,80.33,0.0,65.95
2002-08-07,19.25,7.64,87.21,0.14,65.95
2002-08-08,19.82,5.95,81.21,0.06,65.94
2002-08-09,20.05,9.01,69.83,0.02,65.95
2002-08-10,20.12,11.33,80.96,0.07,65.96
2002-08-11,21.35,8.45,79.17,0.0,65.96
2002-08-12,19.16,12.36,93.25,1.77,65.97
2002-08-13,17.35,24.58,90.96,0.83,65.95
2002-08-14,19.05,16.45,76.5,0.01,65.92
2002-08-15,19.45,10.67,82.79,0.01,65.92
2002-08-16,19.83,8.9,86.33,0.2,65.92
2002-08-17,21.45,8.07,83.08,0.0,65.93
2002-08-18,21.42,10.72,74.92,0.0,65.93
2002-08-19,22.1,13.08,67.75,0.0,65.93
2002-08-20,21.08,13.34,60.25,0.0,65.93
2002-08-21,21.45,10.28,65.5,0.0,65.94
2002-08-22,21.08,5.24,69.04,0.0,65.93
2002-08-23,21.35,6.56,64.58,0.0,65.93
2002-08-24,21.77,11.54,60.96,0.01,65.92
2002-08-25,21.53,7.45,64.42,0.06,65.91
2002-08-26,22.33,9.46,70.12,0.0,65.91
2002-08-27,22.72,11.49,62.38,0.0,65.93
2002-08-28,22.3,6.25,64.42,0.0,65.93
2002-08-29,21.43,4.03,78.0,0.01,65.92
2002-08-30,21.01,4.66,77.75,0.0,65.91
2002-08-31,20.74,7.33,78.17,0.02,65.91
2002-09-01,17.68,13.82,60.58,0.01,65.89
2002-09-02,16.57,7.42,67.62,0.0,65.88
2002-09-03,17.95,15.17,64.79,0.0,65.89
2002-09-04,21.02,13.32,66.29,0.0,65.92
2002-09-05,19.44,5.92,74.42,0.04,65.91
2002-09-06,18.35,7.28,69.92,0.0,65.9
2002-09-07,18.13,6.73,69.79,0.02,65.9
2002-09-08,19.23,10.18,64.79,0.0,65.89
2002-09-09,19.77,13.91,68.25,0.0,65.88
2002-09-10,20.5,13.27,64.42,0.0,65.88
2002-09-11,18.46,14.72,67.0,0.0,65.86
2002-09-12,15.68,11.49,63.92,0.0,65.85
2002-09-13,15.07,7.25,73.04,0.0,65.86
2002-09-14,14.69,13.28,84.17,0.13,65.89
2002-09-15,13.28,17.85,75.88,0.0,65.88
2002-09-16,12.62,11.05,74.46,0.03,65.87
2002-09-17,14.65,11.1,82.92,0.15,65.88
2002-09-18,14.81,17.08,75.88,0.03,65.88
2002-09-19,14.29,8.11,75.79,0.0,65.87
2002-09-20,13.65,7.86,77.88,0.0,65.86
2002-09-21,13.04,10.92,77.54,0.0,65.86
2002-09-22,11.44,8.32,91.0,0.4,65.88
2002-09-23,8.11,19.65,87.33,0.99,65.86
2002-09-24,8.69,14.61,67.5,0.0,65.84
2002-09-25,8.68,6.24,81.29,0.0,65.86
2002-09-26,11.31,11.13,92.5,0.2,65.87
2002-09-27,9.82,14.86,85.42,0.07,65.85
2002-09-28,9.28,7.72,77.96,0.0,65.82
2002-09-29,11.77,6.75,82.12,0.07,65.82
2002-09-30,12.2,6.78,81.0,0.0,65.83
2002-10-01,12.17,5.05,82.33,0.0,65.84
2002-10-02,12.18,5.58,82.38,0.0,65.84
2002-10-03,12.49,7.81,87.5,0.0,65.85
2002-10-04,13.39,16.13,79.88,0.04,65.84
2002-10-05,11.45,19.82,80.08,0.18,65.84
2002-10-06,9.78,16.64,90.5,0.44,65.87
2002-10-07,6.31,13.28,73.75,0.0,65.83
2002-10-08,6.25,16.2,86.83,0.11,65.84
2002-10-09,7.86,9.42,76.0,0.0,65.82
2002-10-10,5.95,16.27,69.62,0.0,65.81
2002-10-11,5.21,18.07,65.46,0.0,65.81
2002-10-12,3.99,21.17,65.71,0.0,65.82
2002-10-13,1.91,13.48,85.08,0.31,65.82
2002-10-14,3.96,9.29,92.04,0.05,65.83
2002-10-15,8.5,10.65,90.54,0.08,65.84
2002-10-16,11.91,11.25,89.33,0.3,65.85
2002-10-17,12.34,19.61,79.83,0.05,65.86
2002-10-18,7.99,19.14,75.04,0.0,65.83
2002-10-19,6.15,15.4,81.21,0.05,65.8
2002-10-20,4.88,12.85,84.54,0.03,65.79
2002-10-21,4.34,12.65,92.83,0.42,65.82
2002-10-22,10.05,9.11,96.58,0.45,65.85
2002-10-23,11.38,20.11,87.33,0.22,65.85
2002-10-24,6.87,16.85,77.83,0.06,65.8
2002-10-25,7.35,16.91,82.83,0.09,65.8
2002-10-26,10.22,27.1,77.88,0.25,65.82
2002-10-27,9.34,23.9,83.25,0.38,65.81
2002-10-28,8.24,33.96,73.21,0.1,65.79
2002-10-29,7.19,15.05,79.12,0.02,65.77
2002-10-30,6.65,7.53,88.42,0.02,65.79
2002-10-31,5.12,4.72,94.25,0.0,65.78
2002-11-01,6.47,10.46,87.54,0.04,65.79
2002-11-02,6.02,11.59,86.38,0.33,65.8
2002-11-03,2.17,16.15,85.67,0.0,65.8
2002-11-04,2.38,16.54,70.5,0.02,65.8
2002-11-05,0.53,8.91,69.25,0.0,65.76
2002-11-06,-0.54,11.96,72.67,0.0,65.78
2002-11-07,-0.88,12.03,78.29,0.0,65.82
2002-11-08,3.18,14.46,90.79,0.0,65.82
2002-11-09,2.1,22.97,94.0,0.68,65.86
2002-11-10,2.67,12.61,89.62,0.0,65.81
2002-11-11,1.46,9.82,96.62,0.13,65.82
2002-11-12,4.64,9.95,93.54,0.0,65.79
2002-11-13,7.89,14.88,82.33,0.02,65.82
2002-11-14,6.81,11.28,87.58,0.01,65.83
2002-11-15,5.63,5.24,97.33,0.07,65.83
2002-11-16,6.44,11.14,98.21,0.01,65.81
2002-11-17,8.32,21.77,92.54,0.07,65.81
2002-11-18,6.92,8.68,92.17,0.0,65.77
2002-11-19,4.53,16.81,95.46,0.33,65.8
2002-11-20,0.82,7.24,79.79,0.0,65.78
2002-11-21,0.58,12.43,91.33,0.0,65.81
2002-11-22,2.93,9.28,97.71,0.07,65.83
2002-11-23,2.26,5.31,99.25,0.47,65.81
2002-11-24,4.09,8.95,96.54,0.0,65.79
2002-11-25,5.55,10.96,95.71,0.0,65.81
2002-11-26,6.94,11.36,92.62,0.15,65.81
2002-11-27,5.54,7.34,90.08,0.0,65.78
2002-11-28,5.69,12.3,92.75,0.0,65.79
2002-11-29,6.54,8.11,97.17,0.15,65.81
2002-11-30,4.81,10.7,98.0,0.4,65.81
2002-12-01,3.09,6.55,95.12,0.07,65.81
2002-12-02,4.23,13.29,91.58,0.0,65.84
2002-12-03,3.59,11.29,89.83,0.0,65.82
2002-12-04,1.09,9.7,87.29,0.0,65.8
2002-12-05,0.54,12.3,83.83,0.0,65.8
2002-12-06,-1.02,16.32,77.08,0.0,65.78
2002-12-07,-4.25,20.23,58.17,0.0,65.79
2002-12-08,-6.01,19.04,66.17,0.0,65.78
2002-12-09,-8.23,14.54,62.54,0.0,65.79
2002-12-10,-8.55,12.0,69.54,0.0,65.8
2002-12-11,-6.34,10.87,72.42,0.0,65.81
2002-12-12,-6.25,11.66,77.92,0.0,65.82
2002-12-13,-7.17,8.14,82.04,0.0,65.83
2002-12-14,-5.03,15.34,81.04,0.0,65.82
2002-12-15,-4.09,18.18,80.08,0.0,65.84
2002-12-16,-1.87,13.41,86.79,0.04,65.85
2002-12-17,-0.1,8.39,96.54,0.08,65.86
2002-12-18,-0.78,12.9,93.83,0.0,65.83
2002-12-19,-0.85,6.02,96.62,0.0,65.82
2002-12-20,-2.07,8.98,91.46,0.0,65.84
2002-12-21,-1.61,10.38,92.96,0.0,65.86
2002-12-22,-1.18,12.12,90.79,0.02,65.85
2002-12-23,-3.07,18.2,67.58,0.04,65.85
2002-12-24,-5.2,21.85,40.79,0.0,65.83
2002-12-25,-3.66,16.41,46.42,0.0,65.84
2002-12-26,-0.09,13.19,77.58,0.01,65.85
2002-12-27,2.04,13.21,93.62,0.05,65.88
2002-12-28,1.25,12.23,89.92,0.03,65.89
2002-12-29,4.83,15.82,95.29,0.0,65.87
2002-12-30,1.05,11.05,90.71,0.18,65.87
2002-12-31,-3.75,14.94,61.17,0.0,65.83
2003-01-01,-6.5,13.49,60.88,0.05,65.83
2003-01-02,4.35,14.88,95.21,0.45,65.9
2003-01-03,-0.27,8.84,92.62,0.19,65.9
2003-01-04,-2.84,9.48,85.88,0.0,65.85
2003-01-05,-5.64,10.2,65.46,0.03,65.83
2003-01-06,-5.8,12.66,79.0,0.08,65.84
2003-01-07,-13.63,5.13,86.04,0.0,65.82
2003-01-08,-11.72,3.57,85.54,0.0,65.83
2003-01-09,-10.92,4.19,85.96,0.0,65.83
2003-01-10,-5.14,9.7,90.54,0.0,65.84
2003-01-11,-5.0,8.15,86.58,0.0,65.82
2003-01-12,-1.48,18.3,90.17,0.0,65.83
2003-01-13,0.65,20.86,92.33,0.25,65.87
2003-01-14,5.03,22.35,96.88,0.0,65.86
2003-01-15,4.18,22.77,88.38,0.0,65.86
2003-01-16,3.93,23.06,83.75,0.0,65.87
2003-01-17,2.48,14.89,88.12,0.0,65.85
2003-01-18,0.92,13.47,86.29,0.0,65.88
2003-01-19,1.42,12.2,90.96,0.0,65.89
2003-01-20,3.6,14.92,89.88,0.02,65.91
2003-01-21,1.77,13.92,84.88,0.0,65.93
2003-01-22,0.7,10.68,79.04,0.0,65.93
2003-01-23,1.83,7.39,94.92,0.07,65.9
2003-01-24,1.75,10.11,95.21,0.0,65.84
2003-01-25,1.47,11.85,90.08,0.0,65.84
2003-01-26,2.82,16.14,90.54,0.05,65.88
2003-01-27,5.66,19.47,94.92,0.08,65.9
2003-01-28,5.4,25.67,88.08,0.19,65.94
2003-01-29,1.53,14.32,90.12,0.16,65.96
2003-01-30,-0.83,8.75,90.58,0.15,65.94
2003-01-31,-3.14,9.4,88.71,0.0,65.91
2003-02-01,-5.3,8.29,75.92,0.0,65.86
2003-02-02,-3.8,17.34,74.33,0.0,65.9
2003-02-03,0.62,16.87,89.54,0.14,65.95
2003-02-04,-0.43,11.65,87.71,0.01,65.95
2003-02-05,-0.53,8.55,89.17,0.02,65.92
2003-02-06,-3.06,14.17,81.08,0.0,65.88
